area,bathrooms,building_type,date,deal_type,department,foreign_id,id,image_urls,images,location,price,rooms,title,url
80 Mts,1 Baños,Casa,2023-06-10 13:21:33.192336,Venta,Montevideo,23748640,133,https://imagenes.gallito.com/1024x768/230206171113170.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230206171113170.jpg', 'path': 133, 'checksum': '2c78e740104058b34b543c465bc049bc', 'status': 'downloaded'}]",Cordon, U$S 135.000,2,"SE VENDE CASA TOTALMENTE RECICLADA, ESQUINA SIN GC.",https://www.gallito.com.uy/se-vende-casa-totalmente-reciclada-esquina-sin-gc-inmuebles-23748640
200 Mts,2 Baños,Casa,2023-06-10 13:21:33.236759,Venta,Canelones,19926018,135,https://imagenes.gallito.com/1024x768/49270328.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49270328.jpg', 'path': 135, 'checksum': '1dab3a26f59319e7737b01c2fc12e550', 'status': 'downloaded'}]",El Pinar, U$S 230.000,3,venta casa El Pinar tres dormitorios,https://www.gallito.com.uy/venta-casa-el-pinar-tres-dormitorios-inmuebles-19926018
502 Mts,2 Baños,Casa,2023-06-10 13:21:33.147435,Venta,Maldonado,23556012,131,https://imagenes.gallito.com/1024x768/48873346.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48873346.jpg', 'path': 131, 'checksum': '89fbcb66a1c8fcd4e84197fcb1dc1474', 'status': 'downloaded'}]",Pinares, U$S 269.000,3,Venta de casa con piscina climatizada a pocas cuadras de la,https://www.gallito.com.uy/venta-de-casa-con-piscina-climatizada-a-pocas-cuadras-de-la-inmuebles-23556012
180 Mts,3 Baños,Casa,2023-06-10 13:21:33.216811,Venta,Montevideo,22585295,134,https://imagenes.gallito.com/1024x768/49288133.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49288133.jpg', 'path': 134, 'checksum': 'b7eb5692e34f427c50bab935bb80be87', 'status': 'downloaded'}]",Pocitos, U$S 520.000,4,Casa en venta en Pocitos ref. 8097...,https://www.gallito.com.uy/casa-en-venta-en-pocitos-ref-8097-inmuebles-22585295
3116 Mts,Más de 3 baños,Casa,2023-06-10 13:21:33.161129,Venta,Maldonado,22956338,132,https://imagenes.gallito.com/1024x768/48723145.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48723145.jpg', 'path': 132, 'checksum': 'b188c85ec356749c5d622ea31cc762a5', 'status': 'downloaded'}]",Solís, U$S 1.749.999,4,"Casa en venta  4 DORMITORIOS,5 baÃ±os, piscina, garaje, cos",https://www.gallito.com.uy/casa-en-venta-4-dormitorios-5-ba%C3%A3%C2%B1os-piscina-garaje-cos-inmuebles-22956338
141 Mts,Más de 3 baños,Apartamento,2023-06-10 13:21:33.292895,Venta,Montevideo,23840279,136,https://imagenes.gallito.com/1024x768/49119980.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49119980.jpg', 'path': 136, 'checksum': 'b852cc19eb67679078fb1afaf05de66a', 'status': 'downloaded'}]",Punta Carretas, U$S 410.000,4,Departamento - Punta Carretas,https://www.gallito.com.uy/departamento-punta-carretas-inmuebles-23840279
120 Mts,1 Baños,Casa,2023-06-10 13:21:33.314348,Venta,Montevideo,23180685,137,https://imagenes.gallito.com/1024x768/47713961.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47713961.jpg', 'path': 137, 'checksum': '2aae426e38163b86f7eae672d8387d97', 'status': 'downloaded'}]",Tres Cruces, U$S 175.000,2,"Casa venta 2 dormitorios, garaje | Tres Cruces",https://www.gallito.com.uy/casa-venta-2-dormitorios-garaje-tres-cruces-inmuebles-23180685
486 Mts,Más de 3 baños,Casa,2023-06-10 13:21:33.352326,Venta,Montevideo,23535686,139,https://imagenes.gallito.com/1024x768/47925802.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47925802.jpg', 'path': 139, 'checksum': '4f54b099e7132c9533312eb6c4806282', 'status': 'downloaded'}]",Carrasco, U$S 1.500.000,4,ELEGANTE CASA ESQUINA DE ESTILO COLONIAL EN CARRASCO PARA E,https://www.gallito.com.uy/elegante-casa-esquina-de-estilo-colonial-en-carrasco-para-e-inmuebles-23535686
75 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.370634,Venta,Montevideo,23322628,140,https://imagenes.gallito.com/1024x768/46908249.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46908249.jpg', 'path': 140, 'checksum': '62bcd22c83cae056f28a90e1bc75823a', 'status': 'downloaded'}]",Aguada, U$S 59.000,2,Apartamento Venta Aguada Montevideo iMas.uy L *...,https://www.gallito.com.uy/apartamento-venta-aguada-montevideo-imasuy-l-inmuebles-23322628
80 Has.,2 Baños,Apartamento,2023-06-10 13:21:33.461190,Venta,Montevideo,23491139,142,https://imagenes.gallito.com/1024x768/220921001057000.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220921001057000.jpg', 'path': 142, 'checksum': '3e3e8f909c8973c62bef19ee09e589eb', 'status': 'downloaded'}]",Cordon, U$S 110.000,3,GRAN APTO PANORÁMICO DE 80 Mtrs. 3 DORMIT. ¡¡¡ OPORTUNIDAD !,https://www.gallito.com.uy/gran-apto-panoramico-de-80-mtrs-3-dormit-oportunidad-inmuebles-23491139
65 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.514846,Venta,Montevideo,22425953,143,https://imagenes.gallito.com/1024x768/220824182537090.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220824182537090.jpg', 'path': 143, 'checksum': '24f6e9749fb5a99386118b351424751e', 'status': 'downloaded'}]",Malvin Norte, U$S 60.000,2,Vendo buen apt 2 dorm alquilado U$ 60.000/ideal invercion,https://www.gallito.com.uy/vendo-buen-apt-2-dorm-alquilado-us-60000ideal-invercion-inmuebles-22425953
80 Mts,1 Baños,Casa,2023-06-10 13:21:33.384625,Venta,Canelones,22816621,141,https://imagenes.gallito.com/1024x768/221103145012950.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221103145012950.jpg', 'path': 141, 'checksum': '3210af2a5e0fd7b6ce83f6b7dbffc65e', 'status': 'downloaded'}]",El Pinar, U$S 96.000,3,"ML PROPIEDADES vende muy linda PH, 3 dormitorios y garage",https://www.gallito.com.uy/ml-propiedades-vende-muy-linda-ph-3-dormitorios-y-garage-inmuebles-22816621
637 Mts,2 Baños,Casa,2023-06-10 13:21:33.118423,Venta,Maldonado,23062905,129,https://imagenes.gallito.com/1024x768/47120442.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47120442.jpg', 'path': 129, 'checksum': '59cedf09d15f686d67c6088a2db68daf', 'status': 'downloaded'}]",Punta Ballena, U$S 245.000,2,Casa en Tio Tom 2 dormitorios - Ref : PBI687,https://www.gallito.com.uy/casa-en-tio-tom-2-dormitorios-ref-pbi687-inmuebles-23062905
700 Mts,3 Baños,Casa,2023-06-10 13:21:33.333160,Venta,Maldonado,23249950,138,https://imagenes.gallito.com/1024x768/48342960.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48342960.jpg', 'path': 138, 'checksum': '3fc51a6084cd49a4b9cde156e8a02f37', 'status': 'downloaded'}]",San Carlos, U$S 300.000,4,"Vendo Casa En Montoya Con 750m De Terreno,4 Dormitorios,mas",https://www.gallito.com.uy/vendo-casa-en-montoya-con-750m-de-terreno-4-dormitorios-mas-inmuebles-23249950
72 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.546200,Venta,Montevideo,17359816,144,https://imagenes.gallito.com/1024x768/220127121402790.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220127121402790.jpg', 'path': 144, 'checksum': '5a855dad88e7aa2fa475d54db8519a25', 'status': 'downloaded'}]",Pocitos, U$S 265.000,1,Excepcional apartamento de 1 dormitorio de 72 m2 con terraza,https://www.gallito.com.uy/excepcional-apartamento-de-1-dormitorio-de-72-m2-con-terraza-inmuebles-17359816
45 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.655120,Venta,Montevideo,19741848,147,https://imagenes.gallito.com/1024x768/44993269.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/44993269.jpg', 'path': 147, 'checksum': '30ccaecbce4a9e9d1e53efe8366caa72', 'status': 'downloaded'}]",Cordon, U$S 109.000,1,Venta - 1 Dormitorio - Nuevo - Lift Cordon Con Renta,https://www.gallito.com.uy/venta-1-dormitorio-nuevo-lift-cordon-con-renta-inmuebles-19741848
5018 Mts,Más de 3 baños,Casa,2023-06-10 13:21:33.569686,Venta,Maldonado,22841762,145,https://imagenes.gallito.com/1024x768/44804395.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/44804395.jpg', 'path': 145, 'checksum': '0cdb76c5efa2d8a94ae8db5c64b3fad0', 'status': 'downloaded'}]",La Barra, U$S 450.000,3,"Kosak Venta Casa Bo Privado 3 Dorm Piscina En 5.000 M2, Clu",https://www.gallito.com.uy/kosak-venta-casa-bo-privado-3-dorm-piscina-en-5000-m2-clu-inmuebles-22841762
55 Mts,2 Baños,Apartamento,2023-06-10 13:21:33.622268,Venta,Montevideo,23373819,146,https://imagenes.gallito.com/1024x768/49060749.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49060749.jpg', 'path': 146, 'checksum': '82f3151bff2fc500d905faa2d0790a24', 'status': 'downloaded'}]",Carrasco Norte, U$S 164.000,2,VENTA APTO. 2 DORMITORIOS EN ALAMOS DE CARRASCO,https://www.gallito.com.uy/venta-apto-2-dormitorios-en-alamos-de-carrasco-inmuebles-23373819
1011 Mts,Más de 3 baños,Casa,2023-06-10 13:21:33.671100,Venta,Maldonado,20507213,148,https://imagenes.gallito.com/1024x768/47703015.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47703015.jpg', 'path': 148, 'checksum': '2c544edccbfd215123300f0df11b0ea7', 'status': 'downloaded'}]",Punta Ballena, U$S 695.000,4,Casa en Las Grutas frente al mar,https://www.gallito.com.uy/casa-en-las-grutas-frente-al-mar-inmuebles-20507213
54 Mts,2 Baños,Apartamento,2023-06-10 13:21:33.733985,Venta,Montevideo,23602025,149,https://imagenes.gallito.com/1024x768/49181657.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49181657.jpg', 'path': 149, 'checksum': 'ebd87b473318fa99d746a3c0c40453f3', 'status': 'downloaded'}]",Malvin, U$S 163.000,2,"Vista al mar, mágica, venta apartamento dos  dormitorios,...",https://www.gallito.com.uy/vista-al-mar-magica-venta-apartamento-dos-dormitorios-inmuebles-23602025
45 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.765964,Venta,Montevideo,23378174,150,https://imagenes.gallito.com/1024x768/230224153427770.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230224153427770.jpg', 'path': 150, 'checksum': 'b81ba99732e782e7d0e3d0930d9da06d', 'status': 'downloaded'}]",Malvin, U$S 110.000,1,"Impecable , prox. a Shopping Plaza Italia. por escalera",https://www.gallito.com.uy/impecable-prox-a-shopping-plaza-italia-por-escalera-inmuebles-23378174
158 Mts,3 Baños,Apartamento,2023-06-10 13:21:33.790191,Venta,Montevideo,23531540,151,https://imagenes.gallito.com/1024x768/230327123248720.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230327123248720.jpg', 'path': 151, 'checksum': 'ec3379fd7011e7cecf938f3e68337817', 'status': 'downloaded'}]",Villa Biarritz, U$S 430.000,4,Apartamento frente a Villa Biarrtiz,https://www.gallito.com.uy/apartamento-frente-a-villa-biarrtiz-inmuebles-23531540
1 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.816421,Venta,Maldonado,23302822,152,https://imagenes.gallito.com/1024x768/46802581.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46802581.jpg', 'path': 152, 'checksum': '5a372c1aef05db778744dec87506c4fa', 'status': 'downloaded'}]",Punta Del Este, U$S 210.000,1,"Mansa, segunda línea al mar",https://www.gallito.com.uy/mansa-segunda-linea-al-mar-inmuebles-23302822
1 Mts,2 Baños,Apartamento,2023-06-10 13:21:33.957582,Venta,Maldonado,20584608,155,https://imagenes.gallito.com/1024x768/45463147.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/45463147.jpg', 'path': 155, 'checksum': '3e49eb67a5d77c50da89940f20daf74b', 'status': 'downloaded'}]",Punta Del Este, U$S 240.000,2,Ideal para vivir todo el año y vacacionar.,https://www.gallito.com.uy/ideal-para-vivir-todo-el-a%C3%B1o-y-vacacionar-inmuebles-20584608
156 Mts,2 Baños,Apartamento,2023-06-10 13:21:33.919777,Venta,Montevideo,23776802,153,https://imagenes.gallito.com/1024x768/48840890.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48840890.jpg', 'path': 153, 'checksum': 'e5fefba6b76b05427f0134e68fa6bc0b', 'status': 'downloaded'}]",Pocitos Nuevo, U$S 300.000,3,Triplex con azotea con parrillero! (CON RENTA),https://www.gallito.com.uy/triplex-con-azotea-con-parrillero-con-renta-inmuebles-23776802
75 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.941366,Venta,Maldonado,23501925,154,https://imagenes.gallito.com/1024x768/48313475.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48313475.jpg', 'path': 154, 'checksum': '2b6fc1f1d647cecbd53b4fbb90313fd7', 'status': 'downloaded'}]",Punta Del Este, U$S 185.000,2,"Apartamento en Brava, 2 dormitorios",https://www.gallito.com.uy/apartamento-en-brava-2-dormitorios-inmuebles-23501925
58 Mts,1 Baños,Apartamento,2023-06-10 13:21:33.994472,Venta,Montevideo,23665154,156,https://imagenes.gallito.com/1024x768/230425125038420.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230425125038420.jpg', 'path': 156, 'checksum': '44e1f6c641287a87e16e4870ce04feb0', 'status': 'downloaded'}]",Cordon, U$S 63.000,2,Apartamento en Venta - 2 dormitorios - Cordón,https://www.gallito.com.uy/apartamento-en-venta-2-dormitorios-cordon-inmuebles-23665154
79 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.195073,Venta,Montevideo,23670169,161,https://imagenes.gallito.com/1024x768/48638297.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48638297.jpg', 'path': 161, 'checksum': '442e384191702a84d299de1f221892ed', 'status': 'downloaded'}]",Cordon, U$S 167.732,2,"Apartamento 2 dorm, estufa a leña, parrillero. Cordón sur.",https://www.gallito.com.uy/apartamento-2-dorm-estufa-a-le%C3%B1a-parrillero-cordon-sur-inmuebles-23670169
57 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.097107,Venta,Montevideo,20697070,159,https://imagenes.gallito.com/1024x768/221222120417840.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221222120417840.jpg', 'path': 159, 'checksum': '468daf16cf2c12952893c73fb9b739ff', 'status': 'downloaded'}]",Parque Rodo, U$S 126.011,1,"Apartamentos De 1 Dormitorio, Con vistas al Parque Rodo",https://www.gallito.com.uy/apartamentos-de-1-dormitorio-con-vistas-al-parque-rodo-inmuebles-20697070
74 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.046893,Venta,Montevideo,23536125,157,https://imagenes.gallito.com/1024x768/47858933.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47858933.jpg', 'path': 157, 'checksum': '0dca1cabeae93f309fdc54e700b37556', 'status': 'downloaded'}]",Pocitos Nuevo, U$S 195.000,2,Apartamento Venta Pocitos Nuevo Montevideo iMas.uy J...,https://www.gallito.com.uy/apartamento-venta-pocitos-nuevo-montevideo-imasuy-j-inmuebles-23536125
43 Mts,1,Apartamento,2023-06-10 13:21:34.071408,Venta,Montevideo,23695312,158,https://imagenes.gallito.com/1024x768/48444878.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48444878.jpg', 'path': 158, 'checksum': 'ea3079ab94eb2e16e55020dbcada4e12', 'status': 'downloaded'}]",Pocitos, U$S 145.000,0,ESTRENE ! MONOAMBIENTE AL FRENTE,https://www.gallito.com.uy/estrene-monoambiente-al-frente-inmuebles-23695312
100 Mts,3 Baños,Apartamento,2023-06-10 13:21:34.242947,Venta,Maldonado,22770466,163,https://imagenes.gallito.com/1024x768/49278664.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49278664.jpg', 'path': 163, 'checksum': 'f617363b0004392d0ffcd7ec7fcbed4e', 'status': 'downloaded'}]",Punta Del Este, U$S 348.000,3,Apto en Peninsula con excelente vista playa brava y mansa.,https://www.gallito.com.uy/apto-en-peninsula-con-excelente-vista-playa-brava-y-mansa-inmuebles-22770466
70 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.219863,Venta,Maldonado,22312349,162,https://imagenes.gallito.com/1024x768/47135991.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47135991.jpg', 'path': 162, 'checksum': 'fdee00bd793a5896b98748be43657186', 'status': 'downloaded'}]",Punta Del Este, U$S 155.000,2,"VENTA APARTAMENTO, Zona Shopping, 2dormitorio",https://www.gallito.com.uy/venta-apartamento-zona-shopping-2dormitorio-inmuebles-22312349
92 Mts,2 Baños,Apartamento,2023-06-10 13:21:34.172073,Venta,Montevideo,21355754,160,https://imagenes.gallito.com/1024x768/47372689.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47372689.jpg', 'path': 160, 'checksum': 'ae70155f3c71b1bea0c818aac2f1cbf0', 'status': 'downloaded'}]",Pocitos, U$S 295.000,3,"Apartamento - Pocitos. Planta baja, patio y garaje doble",https://www.gallito.com.uy/apartamento-pocitos-planta-baja-patio-y-garaje-doble-inmuebles-21355754
320 Mts,Más de 3 baños,Apartamento,2023-06-10 13:21:34.433728,Venta,Montevideo,22956097,164,https://imagenes.gallito.com/1024x768/45361926.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/45361926.jpg', 'path': 164, 'checksum': 'a62e09b9015ab9ee99ae40f1da94695d', 'status': 'downloaded'}]",Carrasco, U$S 1.250.000,3,CASATROJA VENTA APARTAMENTO CARRASCO 3 DORMITORIOS Y SERVIC,https://www.gallito.com.uy/casatroja-venta-apartamento-carrasco-3-dormitorios-y-servic-inmuebles-22956097
1 Mts,3 Baños,Apartamento,2023-06-10 13:21:34.537796,Venta,Maldonado,21238992,169,https://imagenes.gallito.com/1024x768/46950850.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/46950850.jpeg', 'path': 169, 'checksum': '7333ed78f2bba85720616747c40fa4c8', 'status': 'downloaded'}]",Playa Brava, U$S 790.000,3,Apartamento Venta en Brava,https://www.gallito.com.uy/apartamento-venta-en-brava-inmuebles-21238992
61 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.447793,Venta,Montevideo,23279073,165,https://imagenes.gallito.com/1024x768/48628379.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48628379.jpg', 'path': 165, 'checksum': 'f4d167d2e7cbfe6fa9a255d98ea41b3f', 'status': 'downloaded'}]",Barrio Sur, U$S 92.000,1,Buen Apartamento en  Barrio Sur,https://www.gallito.com.uy/buen-apartamento-en-barrio-sur-inmuebles-23279073
99 Mts,2 Baños,Apartamento,2023-06-10 13:21:34.509350,Venta,Montevideo,23242997,167,https://imagenes.gallito.com/1024x768/230127191008460.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230127191008460.jpg', 'path': 167, 'checksum': '359472fee0030fc65de4bb29e6444d90', 'status': 'downloaded'}]",La Blanqueada, U$S 197.000,3,"Como nuevo, excelente ubicación.",https://www.gallito.com.uy/como-nuevo-excelente-ubicacion-inmuebles-23242997
32 Mts,1,Apartamento,2023-06-10 13:21:34.493259,Venta,Montevideo,23767446,166,https://imagenes.gallito.com/1024x768/48732269.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48732269.jpg', 'path': 166, 'checksum': '3c480bf8916845337ca2b67ae1acc8a3', 'status': 'downloaded'}]",Pocitos, U$S 101.000,0,Venta Apartamento Monoambiente En Pocitos Brisa Marina II,https://www.gallito.com.uy/venta-apartamento-monoambiente-en-pocitos-brisa-marina-ii-inmuebles-23767446
59 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.626709,Venta,Montevideo,21218608,172,https://imagenes.gallito.com/1024x768/48473413.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48473413.jpg', 'path': 172, 'checksum': 'f761292f7eb65e704cd8f258c999bd1c', 'status': 'downloaded'}]",Pocitos, U$S 194.000,2,Venta apartamento de dos dormitorios a estrenar. Pocitos,https://www.gallito.com.uy/venta-apartamento-de-dos-dormitorios-a-estrenar-pocitos-inmuebles-21218608
30 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.575215,Venta,Montevideo,21147768,170,https://imagenes.gallito.com/1024x768/49180170.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49180170.jpg', 'path': 170, 'checksum': 'fb5d36ea314f7e98fe0a0a9551b08553', 'status': 'downloaded'}]",Centro, U$S 150.000,1,Venta en Palacio Salvo monoambiente amplio reciclado con ba,https://www.gallito.com.uy/venta-en-palacio-salvo-monoambiente-amplio-reciclado-con-ba-inmuebles-21147768
45 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.663024,Venta,Montevideo,22950003,173,https://imagenes.gallito.com/1024x768/221129151959240.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221129151959240.jpg', 'path': 173, 'checksum': '84f48d5da6102bdc33cbc1b7a5150626', 'status': 'downloaded'}]",Pocitos, U$S 158.000,1,"1 dormitorio con balcón y garage, en rambla de Malvin",https://www.gallito.com.uy/1-dormitorio-con-balcon-y-garage-en-rambla-de-malvin-inmuebles-22950003
61 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.591252,Venta,Montevideo,22416257,171,https://imagenes.gallito.com/1024x768/42378125.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/42378125.jpg', 'path': 171, 'checksum': '167900310003740ff3d46f11c1178d56', 'status': 'downloaded'}]",Centro, U$S 141.683,2,Estrene  calle canelones,https://www.gallito.com.uy/estrene-calle-canelones-inmuebles-22416257
38 Mts,1,Apartamento,2023-06-10 13:21:34.688955,Venta,Montevideo,20737074,174,https://imagenes.gallito.com/1024x768/49174303.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49174303.jpg', 'path': 174, 'checksum': '571f9e0ea797e216c8b1401b1d169f19', 'status': 'downloaded'}]",Pocitos Nuevo, U$S 115.000,0,"¡Venta Apartamento con Renta, Edificio Neo Buxareo!",https://www.gallito.com.uy/venta-apartamento-con-renta-edificio-neo-buxareo-inmuebles-20737074
62 Mts,1 Baños,Apartamento,2023-06-10 13:21:34.524792,Venta,Montevideo,21993022,168,https://imagenes.gallito.com/1024x768/47573925.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47573925.jpg', 'path': 168, 'checksum': 'ab6d5e9f9d682b2a2345c93c244cfa22', 'status': 'downloaded'}]",Malvin, U$S 190.000,1,Venta apartamento 1 dormitorio con garage Malvin a estrenar,https://www.gallito.com.uy/venta-apartamento-1-dormitorio-con-garage-malvin-a-estrenar-inmuebles-21993022
118 Mts,2 Baños,Casa,2023-06-10 13:21:34.759748,Venta,Montevideo,23822532,176,https://imagenes.gallito.com/1024x768/49116018.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49116018.jpg', 'path': 176, 'checksum': '9d1c8be49a8254acd525d518fa9d74fe', 'status': 'downloaded'}]",Pocitos, U$S 285.000,3,Venta casa en Pocitos 3 dormitorios + Playroom 2 baÃ±os y p,https://www.gallito.com.uy/venta-casa-en-pocitos-3-dormitorios-playroom-2-ba%C3%A3%C2%B1os-y-p-inmuebles-23822532
68 Mts,2 Baños,Apartamento,2023-06-10 13:21:34.800494,Venta,Montevideo,23540877,177,https://imagenes.gallito.com/1024x768/230329230509670.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230329230509670.jpg', 'path': 177, 'checksum': '613446cef442efc6bed8c8928eb839b8', 'status': 'downloaded'}]",Malvin, U$S 270.000,2,OPORTUNIDAD!! APARTAMENTO A METROS DE RAMBLA MALVIN !!,https://www.gallito.com.uy/oportunidad-apartamento-a-metros-de-rambla-malvin-inmuebles-23540877
160 Mts,3 Baños,Apartamento,2023-06-10 13:21:34.823841,Venta,Montevideo,17700505,178,https://imagenes.gallito.com/1024x768/200612143834590.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/200612143834590.jpg', 'path': 178, 'checksum': 'e22430dd483b8ce90f49d5b3e213fd8b', 'status': 'downloaded'}]",Pocitos, U$S 430.000,4,"EXCELENTE PLANTA, MTS RAMBLA",https://www.gallito.com.uy/excelente-planta-mts-rambla-inmuebles-17700505
267 Mts,2 Baños,Casa,2023-06-10 13:21:34.726105,Venta,Montevideo,23366100,175,https://imagenes.gallito.com/1024x768/230223122547930.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230223122547930.jpg', 'path': 175, 'checksum': '2f31804178b9b6d816b3b79d57fbe202', 'status': 'downloaded'}]",Brazo Oriental, U$S 265.000,3,De lo más buscado y muy bien ubicado.,https://www.gallito.com.uy/de-lo-mas-buscado-y-muy-bien-ubicado-inmuebles-23366100
112 Mts,1 Baños,Casa,2023-06-10 13:21:34.913351,Venta,Montevideo,23238339,180,https://imagenes.gallito.com/1024x768/46570222.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46570222.jpg', 'path': 180, 'checksum': 'e8c9ad6473f8e91148e0a39cf138b5a5', 'status': 'downloaded'}]",Buceo, U$S 295.000,3,Casa en Venta 3 dormitorios- Buceo- Montevideo,https://www.gallito.com.uy/casa-en-venta-3-dormitorios-buceo-montevideo-inmuebles-23238339
118 Mts,2 Baños,Casa,2023-06-10 13:21:34.969185,Venta,Montevideo,21720096,181,https://imagenes.gallito.com/1024x768/48362447.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/48362447.jpeg', 'path': 181, 'checksum': '7fafe3d3c52ee5fa47e433940d8922e0', 'status': 'downloaded'}]",Palermo, U$S 355.000,4,Casa Venta en Palermo,https://www.gallito.com.uy/casa-venta-en-palermo-inmuebles-21720096
179 Mts,1 Baños,Casa,2023-06-10 13:21:34.881105,Venta,Montevideo,23531978,179,https://imagenes.gallito.com/1024x768/47840558.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47840558.jpg', 'path': 179, 'checksum': '34411a536be22d5526d4765443c4ecfa', 'status': 'downloaded'}]",Goes, U$S 220.000,4,Venta alquiler casa local Arenal Grande,https://www.gallito.com.uy/venta-alquiler-casa-local-arenal-grande-inmuebles-23531978
99 Mts,1 Baños,Casa,2023-06-10 13:21:35.055772,Venta,Montevideo,20704005,183,https://imagenes.gallito.com/1024x768/211029162650910.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/211029162650910.jpg', 'path': 183, 'checksum': '8b0ccdc2b2130c5ca5ad7ff508906337', 'status': 'downloaded'}]",La Figurita, U$S 175.000,3,BERLASI PH s/Garibaldi esq Vilardebo Planta Baja Al frente,https://www.gallito.com.uy/berlasi-ph-sgaribaldi-esq-vilardebo-planta-baja-al-frente-inmuebles-20704005
350 Mts,1 Baños,Casa,2023-06-10 13:21:35.087487,Venta,Montevideo,23601722,184,https://imagenes.gallito.com/1024x768/230411121944830.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230411121944830.jpg', 'path': 184, 'checksum': 'df48ec12dec5417a645a6d2a41589f29', 'status': 'downloaded'}]",Malvin, U$S 260.000,2,"Planta baja, pasaje lateral hacia  el fondo , gran terreno",https://www.gallito.com.uy/planta-baja-pasaje-lateral-hacia-el-fondo-gran-terreno-inmuebles-23601722
