area,bathrooms,building_type,date,deal_type,department,foreign_id,id,image_urls,images,location,price,rooms,title,url
300 Mts,1 Baños,Casa,2023-06-10 13:21:35.167652,Venta,Canelones,22376395,186,https://imagenes.gallito.com/1024x768/48702352.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48702352.jpg', 'path': 186, 'checksum': 'a587ad4e55c6e96ed8e9c03e89bc9b98', 'status': 'downloaded'}]",El Pinar, U$S 158.000,2,Casa en Venta,https://www.gallito.com.uy/casa-en-venta-inmuebles-22376395
252 Mts,3 Baños,Casa,2023-06-10 13:21:35.030883,Venta,Montevideo,23687879,182,https://imagenes.gallito.com/1024x768/230501181352830.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230501181352830.jpg', 'path': 182, 'checksum': '4e375d9d0776613306b64f2defb56dd3', 'status': 'downloaded'}]",Carrasco, U$S 490.000,3,Frente a Lawn Tennis,https://www.gallito.com.uy/frente-a-lawn-tennis-inmuebles-23687879
769 Mts,3 Baños,Casa,2023-06-10 13:21:35.184516,Venta,Montevideo,23199023,187,https://imagenes.gallito.com/1024x768/48715120.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48715120.jpg', 'path': 187, 'checksum': '102a8ff7e75022976cddecacad26ac5b', 'status': 'downloaded'}]",Carrasco, U$S 770.000,4,EXCELENTE CASA EN CARRASCO SUR!!!,https://www.gallito.com.uy/excelente-casa-en-carrasco-sur-inmuebles-23199023
230 Mts,3 Baños,Casa,2023-06-10 13:21:35.283243,Venta,Montevideo,23424891,189,https://imagenes.gallito.com/1024x768/230308002005000.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230308002005000.jpg', 'path': 189, 'checksum': 'aceb7685e03d9e52d2a0f9e7c7781b06', 'status': 'downloaded'}]",Malvin, U$S 295.000,3,Excelente ubicación.!  Ambientes amplios !,https://www.gallito.com.uy/excelente-ubicacion-ambientes-amplios-inmuebles-23424891
975 Mts,2 Baños,Casa,2023-06-10 13:21:35.235955,Venta,Montevideo,23475911,188,https://imagenes.gallito.com/1024x768/48338434.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48338434.jpg', 'path': 188, 'checksum': 'd8bbef2f6cc5ac2f79682ffe8c0172a6', 'status': 'downloaded'}]",Malvin, U$S 750.000,4,MUY PROXIMO A CLUB MALVIN,https://www.gallito.com.uy/muy-proximo-a-club-malvin-inmuebles-23475911
438 Mts,Más de 3 baños,Casa,2023-06-10 13:21:35.149566,Venta,Montevideo,23353216,185,https://imagenes.gallito.com/1024x768/230218205137750.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230218205137750.jpg', 'path': 185, 'checksum': '80e60e231f3f653375bcfd8fd4928734', 'status': 'downloaded'}]",Punta Carretas, U$S 1.300.000,4,"Casi nueva. Amplisima, con fondo y piscina.",https://www.gallito.com.uy/casi-nueva-amplisima-con-fondo-y-piscina-inmuebles-23353216
40 Mts,1 Baños,Casa,2023-06-10 13:21:35.304071,Venta,Montevideo,22885392,190,https://imagenes.gallito.com/1024x768/230414132109090.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230414132109090.jpg', 'path': 190, 'checksum': '496bcd0bf37567d9abac810565e20b2f', 'status': 'downloaded'}]",La Blanqueada, U$S 60.000,1,Casa en Venta - 1 dormitorio - La Blanqueada,https://www.gallito.com.uy/casa-en-venta-1-dormitorio-la-blanqueada-inmuebles-22885392
120 Mts,2 Baños,Casa,2023-06-10 13:21:35.352934,Venta,Montevideo,23601860,192,https://imagenes.gallito.com/1024x768/230411134758700.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230411134758700.jpg', 'path': 192, 'checksum': 'c70beb4b74a08957fd3ac226ee2d90ac', 'status': 'downloaded'}]",Punta Gorda, U$S 235.000,2,Muy Buena Casa Con Servicios,https://www.gallito.com.uy/muy-buena-casa-con-servicios-inmuebles-23601860
750 Mts,3 Baños,Casa,2023-06-10 13:21:35.332857,Venta,Montevideo,23405043,191,https://imagenes.gallito.com/1024x768/48691566.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48691566.jpg', 'path': 191, 'checksum': '3c4e251648cf281a201eaebbbc31872d', 'status': 'downloaded'}]",Punta Gorda, U$S 605.000,3,HERMOSA CASA A PASITOS DEL MAR EN PUNTA GORDA!!!,https://www.gallito.com.uy/hermosa-casa-a-pasitos-del-mar-en-punta-gorda-inmuebles-23405043
530 Mts,3 Baños,Casa,2023-06-10 13:21:35.537070,Venta,Canelones,22758276,195,https://imagenes.gallito.com/1024x768/48469545.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48469545.jpg', 'path': 195, 'checksum': 'c3d1b601df079905ef23b717f4072243', 'status': 'downloaded'}]",La Tahona, U$S 450.000,3,Venta casa 3 dorm Gran alternativa! Huertas de los Horneros,https://www.gallito.com.uy/venta-casa-3-dorm-gran-alternativa-huertas-de-los-horneros-inmuebles-22758276
165 Mts,Más de 3 baños,Casa,2023-06-10 13:21:35.430285,Venta,Montevideo,22667928,193,https://imagenes.gallito.com/1024x768/44648880.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/44648880.jpg', 'path': 193, 'checksum': '677fef9d4f52dcfb028d0aa21b0a0880', 'status': 'downloaded'}]",Carrasco, U$S 365.000,3,Casa PH en venta | Carrasco Sur,https://www.gallito.com.uy/casa-ph-en-venta-carrasco-sur-inmuebles-22667928
75 Mts,1 Baños,Casa,2023-06-10 13:21:36.300815,Venta,Montevideo,23501758,199,https://imagenes.gallito.com/1024x768/49078563.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49078563.jpg', 'path': 199, 'checksum': 'fa39899dd7c6b5d09d468c56c6cb62d6', 'status': 'downloaded'}]",Cordon, U$S 135.000,2,"Venta Casa reciclada, 2 dormitorios, patio | Cordón",https://www.gallito.com.uy/venta-casa-reciclada-2-dormitorios-patio-cordon-inmuebles-23501758
600 Mts,2 Baños,Casa,2023-06-10 13:21:35.450195,Venta,Maldonado,23322182,194,https://imagenes.gallito.com/1024x768/48387641.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48387641.jpg', 'path': 194, 'checksum': '41d69e7c0ce7d0b46d6a7a779ab9c1a8', 'status': 'downloaded'}]",Punta Del Este, U$S 348.000,3,"Casa en Mansa, parada 18 a 350mts del mar, Punta del Este,",https://www.gallito.com.uy/casa-en-mansa-parada-18-a-350mts-del-mar-punta-del-este-inmuebles-23322182
76 Mts,1 Baños,Casa,2023-06-10 13:21:36.230329,Venta,Montevideo,23832188,198,https://imagenes.gallito.com/1024x768/230529151932160.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230529151932160.jpg', 'path': 198, 'checksum': '0e3b07de9ac25a17bcf5bd9214b97ccc', 'status': 'downloaded'}]",Prado, U$S 138.000,2,VENTA PROPIEDAD CON PATIO,https://www.gallito.com.uy/venta-propiedad-con-patio-inmuebles-23832188
180 Mts,1 Baños,Casa,2023-06-10 13:21:36.333852,Venta,Montevideo,23735412,200,https://imagenes.gallito.com/1024x768/230509174956410.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230509174956410.jpg', 'path': 200, 'checksum': 'a795d2cbc2f348c8dcd55b948eb8cbd0', 'status': 'downloaded'}]",Maroñas, U$S 60.000,2,"LINDA CASA CON GRAN JARDÍN, FONDO Y ENTRADA PARA AUTOS.",https://www.gallito.com.uy/linda-casa-con-gran-jardin-fondo-y-entrada-para-autos-inmuebles-23735412
258 Mts,3 Baños,Casa,2023-06-10 13:21:35.994257,Venta,Montevideo,23019973,196,https://imagenes.gallito.com/1024x768/48719278.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48719278.jpg', 'path': 196, 'checksum': '528f6cbfd049be7f38851f39b359ebe0', 'status': 'downloaded'}]",Carrasco, U$S 770.000,4,CASA CARRASCO VENTA 4 DORMITORIOS MURILLO GRAN FONDO CON PI,https://www.gallito.com.uy/casa-carrasco-venta-4-dormitorios-murillo-gran-fondo-con-pi-inmuebles-23019973
304 Mts,1,Casa,2023-06-10 13:21:36.158580,Venta,Montevideo,23847025,197,https://imagenes.gallito.com/1024x768/49132994.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49132994.jpg', 'path': 197, 'checksum': 'f151e376a8f386c44217452d1fc626ba', 'status': 'downloaded'}]",Parque Batlle, U$S 425.000,0,A METROS DEL PARQUE IDEAL EMPRESA 2 GARAGES,https://www.gallito.com.uy/a-metros-del-parque-ideal-empresa-2-garages-inmuebles-23847025
310 Mts,Más de 3 baños,Casa,2023-06-10 13:21:36.816287,Venta,Montevideo,22980091,205,https://imagenes.gallito.com/1024x768/48995810.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48995810.jpg', 'path': 205, 'checksum': '70ec21eb3e023a40e75821172df29fd6', 'status': 'downloaded'}]",Cordon, U$S 230.000,4,"IDEAL POLICLINICO, HOSTEL, JARDÍN, IGLESIA, ETC.",https://www.gallito.com.uy/ideal-policlinico-hostel-jardin-iglesia-etc-inmuebles-22980091
460 Mts,Más de 3 baños,Casa,2023-06-10 13:21:36.836531,Venta,Montevideo,23404880,206,https://imagenes.gallito.com/1024x768/47212093.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47212093.jpg', 'path': 206, 'checksum': '49efe27ca82090cf4b6c21820084ef9b', 'status': 'downloaded'}]",Malvin, U$S 485.000,4,GRAN CASA EN MALVIN SUR!!!,https://www.gallito.com.uy/gran-casa-en-malvin-sur-inmuebles-23404880
99 Mts,1 Baños,Casa,2023-06-10 13:21:36.864608,Venta,Montevideo,22717476,207,https://imagenes.gallito.com/1024x768/221016001449760.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221016001449760.jpg', 'path': 207, 'checksum': 'f136777136a0519f2c0db4dff7c10211', 'status': 'downloaded'}]",Goes, U$S 148.000,3,"CASA ALQUILADA EN PADRON UNICO, A 1 DE GRAL FLORES",https://www.gallito.com.uy/casa-alquilada-en-padron-unico-a-1-de-gral-flores-inmuebles-22717476
200 Mts,1 Baños,Casa,2023-06-10 13:21:36.740803,Venta,Canelones,22723190,202,https://imagenes.gallito.com/1024x768/44085731.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/44085731.jpg', 'path': 202, 'checksum': 'ddd1ffae028ad1d2a002c32b2ea0b602', 'status': 'downloaded'}]",Solymar, U$S 148.000,2,"Finas terminaciones!! Zona Car One, todos los servicios....",https://www.gallito.com.uy/finas-terminaciones-zona-car-one-todos-los-servicios-inmuebles-22723190
426 Mts,3 Baños,Casa,2023-06-10 13:21:36.883171,Venta,Montevideo,21360274,208,https://imagenes.gallito.com/1024x768/41145953.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/41145953.jpg', 'path': 208, 'checksum': '783a0ef517773ce269d71e94e9244750', 'status': 'downloaded'}]",Ciudad Vieja, U$S 390.000,4,Venta Casa-Pensión 19 dormitorios. Ciudad Vieja. Oportunida,https://www.gallito.com.uy/venta-casa-pension-19-dormitorios-ciudad-vieja-oportunida-inmuebles-21360274
550 Mts,3 Baños,Casa,2023-06-10 13:21:36.792810,Venta,Maldonado,22232393,204,https://imagenes.gallito.com/1024x768/49135846.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49135846.jpg', 'path': 204, 'checksum': '3e0db54849c1044ba2232c36e9eb525e', 'status': 'downloaded'}]",Punta Del Este, U$S 330.000,4,ORDEN DE VENTA !!,https://www.gallito.com.uy/orden-de-venta-inmuebles-22232393
163 Mts,2 Baños,Casa,2023-06-10 13:21:36.939830,Venta,Montevideo,23596744,210,https://imagenes.gallito.com/1024x768/221012180628710.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221012180628710.jpg', 'path': 210, 'checksum': 'd843f112575f50405d1b24dbf6705231', 'status': 'downloaded'}]",La Blanqueada, U$S 262.000,4,"OPORTUNIDAD. DUEÑO  VENDE  5D,2B,Gje. U$S 262.000. 099163224",https://www.gallito.com.uy/oportunidad-due%C3%B1o-vende-5d-2b-gje-uss-262000-099163224-inmuebles-23596744
90 Mts,1 Baños,Casa,2023-06-10 13:21:36.954387,Venta,Montevideo,22425942,211,https://imagenes.gallito.com/1024x768/220824181539280.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220824181539280.jpg', 'path': 211, 'checksum': '2edfd11c47299b54feb94c05e1f1cf1f', 'status': 'downloaded'}]",Maroñas, U$S 87.000,2,CONTACTO PROPIEDADES VENDE CASA  CON JARDIN Y FONDO,https://www.gallito.com.uy/contacto-propiedades-vende-casa-con-jardin-y-fondo-inmuebles-22425942
605 Mts,2 Baños,Casa,2023-06-10 13:21:36.968086,Venta,Montevideo,21902928,212,https://imagenes.gallito.com/1024x768/46946341.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46946341.jpg', 'path': 212, 'checksum': 'eecbd644e3e429cabf3d461986f5915c', 'status': 'downloaded'}]",Carrasco, U$S 480.000,3,"SOLIDA CONSTRUCCIÓN, EXCELENTE UBICACION",https://www.gallito.com.uy/solida-construccion-excelente-ubicacion-inmuebles-21902928
200 Mts,3 Baños,Casa,2023-06-10 13:21:36.362810,Venta,Canelones,21465695,201,https://imagenes.gallito.com/1024x768/48605765.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48605765.jpg', 'path': 201, 'checksum': '7ac0beb2aa1f8444ebbe7e5aeac6f805', 'status': 'downloaded'}]",Marindia, U$S 162.000,2,Venta casa  Marindia dos dormitorios,https://www.gallito.com.uy/venta-casa-marindia-dos-dormitorios-inmuebles-21465695
185 Mts,2 Baños,Casa,2023-06-10 13:21:37.830855,Venta,Montevideo,23014167,216,https://imagenes.gallito.com/1024x768/45600332.jpeg,"[{'url': 'https://imagenes.gallito.com/1024x768/45600332.jpeg', 'path': 216, 'checksum': 'd8c1ba0d026816cd565681d6f47f51fb', 'status': 'downloaded'}]",Pocitos, U$S 180.000,4,Casa Venta en Pocitos,https://www.gallito.com.uy/casa-venta-en-pocitos-inmuebles-23014167
150 Has.,1 Baños,Casa,2023-06-10 13:21:38.215641,Venta,Montevideo,21284385,217,https://imagenes.gallito.com/1024x768/220209111425670.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220209111425670.jpg', 'path': 217, 'checksum': '4851ee1e5c7c85d28240a8d538d45f07', 'status': 'downloaded'}]",Brazo Oriental, U$S 265.000,2,ALSIR A mts. Luis A de Herrera Hermosa Casa + Local Permuto,https://www.gallito.com.uy/alsir-a-mts-luis-a-de-herrera-hermosa-casa-local-permuto-inmuebles-21284385
1260 Mts,3 Baños,Casa,2023-06-10 13:21:37.103024,Venta,Canelones,23065154,214,https://imagenes.gallito.com/1024x768/221221142236340.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221221142236340.jpg', 'path': 214, 'checksum': '05870a761d8aef30a60ff64599839b7c', 'status': 'downloaded'}]",Las Toscas, U$S 185.000,4,"TERRENO CON CASA 4 LOCALES CHICOS, 1LOCAL GRANDE 2  GARAJES",https://www.gallito.com.uy/terreno-con-casa-4-locales-chicos-1local-grande-2-garajes-inmuebles-23065154
328 Mts,3 Baños,Casa,2023-06-10 13:21:38.286578,Venta,Montevideo,22785372,218,https://imagenes.gallito.com/1024x768/221028142441930.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/221028142441930.jpg', 'path': 218, 'checksum': 'd4b990b782b675a66049a9fa3855f366', 'status': 'downloaded'}]",Pocitos, U$S 890.000,3,Importante casa de estilo completamente reciclada,https://www.gallito.com.uy/importante-casa-de-estilo-completamente-reciclada-inmuebles-22785372
241 Mts,3 Baños,Casa,2023-06-10 13:21:36.771083,Venta,Maldonado,22481292,203,https://imagenes.gallito.com/1024x768/49291288.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49291288.jpg', 'path': 203, 'checksum': '4f61ae821e42d279104c5c372eec4ce0', 'status': 'downloaded'}]",Punta Ballena, U$S 990.000,3,Lomo de La Ballena - (Punta Ballena),https://www.gallito.com.uy/lomo-de-la-ballena-punta-ballena-inmuebles-22481292
1500 Mts,3 Baños,Casa,2023-06-10 13:21:37.164948,Venta,Maldonado,22960960,215,https://imagenes.gallito.com/1024x768/47954807.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47954807.jpg', 'path': 215, 'checksum': 'f522c3820c9be8c2cf6caf345f1937b1', 'status': 'downloaded'}]",Pinares, U$S 469.000,4,"EXCELENTE PROPIEDAD DE 3 DORMITORIOS EN VENTA, BURNET PUNTA",https://www.gallito.com.uy/excelente-propiedad-de-3-dormitorios-en-venta-burnet-punta-inmuebles-22960960
151 Mts,3 Baños,Casa,2023-06-10 13:21:38.524758,Venta,Montevideo,23734841,219,https://imagenes.gallito.com/1024x768/230509113825550.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230509113825550.jpg', 'path': 219, 'checksum': '21bb0d22288de9e1b4373564b228e4df', 'status': 'downloaded'}]",Nuevo Centro, U$S 260.000,3,Cómoda casa esquina en las inmediaciones de Tienda Inglesa.,https://www.gallito.com.uy/comoda-casa-esquina-en-las-inmediaciones-de-tienda-inglesa-inmuebles-23734841
120 Mts,2 Baños,Casa,2023-06-10 13:21:38.539227,Venta,Montevideo,21335543,220,https://imagenes.gallito.com/1024x768/220225114743180.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220225114743180.jpg', 'path': 220, 'checksum': '07b20059b259a3f618a989186da3b9fd', 'status': 'downloaded'}]",Piedras Blancas, U$S 69.800,4,SP-Curupú y Tnte Galeano 2 casas mismo Padrón todo impecable,https://www.gallito.com.uy/sp-curupu-y-tnte-galeano-2-casas-mismo-padron-todo-impecable-inmuebles-21335543
100 Mts,1 Baños,Casa,2023-06-10 13:21:38.625090,Venta,Montevideo,23609328,221,https://imagenes.gallito.com/1024x768/230515154329920.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230515154329920.jpg', 'path': 221, 'checksum': '28bef05bb7500f5d33e490cb24a6ae0b', 'status': 'downloaded'}]",La Comercial, U$S 115.000,2,Venta - Casa PH de  Alto - 2 Dorm + Terrazas + Parrillero,https://www.gallito.com.uy/venta-casa-ph-de-alto-2-dorm-terrazas-parrillero-inmuebles-23609328
85 Mts,1 Baños,Casa,2023-06-10 13:21:38.725637,Venta,Canelones,21596666,223,https://imagenes.gallito.com/1024x768/220503091354700.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220503091354700.jpg', 'path': 223, 'checksum': '73c7dde39cbe46191c2b599c3486055e', 'status': 'downloaded'}]",Parque Miramar, U$S 305.000,4,Muy Bien Ubicada,https://www.gallito.com.uy/muy-bien-ubicada-inmuebles-21596666
209 Mts,2 Baños,Casa,2023-06-10 13:21:38.638692,Venta,Montevideo,18675364,222,https://imagenes.gallito.com/1024x768/47671169.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/47671169.jpg', 'path': 222, 'checksum': '7bb868f7c9e683f213115b8bf867779d', 'status': 'downloaded'}]",Brazo Oriental, U$S 130.000,4,PADRON UNICO GARAGE Y FONDO,https://www.gallito.com.uy/padron-unico-garage-y-fondo-inmuebles-18675364
330 Mts,Más de 3 baños,Casa,2023-06-10 13:21:38.756291,Venta,Montevideo,23597072,224,https://imagenes.gallito.com/1024x768/49272315.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49272315.jpg', 'path': 224, 'checksum': 'bfca1f724809c3696a5570187d5e014a', 'status': 'downloaded'}]",Carrasco, U$S 1.600.000,4,"Venta o Alquiler Casa San Nicolás a Estrenar, 4 dormitorios",https://www.gallito.com.uy/venta-o-alquiler-casa-san-nicolas-a-estrenar-4-dormitorios-inmuebles-23597072
10 Mts,1 Baños,Casa,2023-06-10 13:21:39.035076,Venta,Canelones,23340217,226,https://imagenes.gallito.com/1024x768/46983741.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/46983741.jpg', 'path': 226, 'checksum': '5e2f8f795cf11d0d7f2072f13734272b', 'status': 'downloaded'}]",La Tahona, U$S 390.000,4,OPORTUNIDAD 2 CASAS EN CUMBRES DE CARRASCO!!!,https://www.gallito.com.uy/oportunidad-2-casas-en-cumbres-de-carrasco-inmuebles-23340217
160 Mts,1 Baños,Casa,2023-06-10 13:21:38.771184,Venta,Montevideo,23465433,225,https://imagenes.gallito.com/1024x768/230313161325330.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/230313161325330.jpg', 'path': 225, 'checksum': 'a15104f2899bd3a90680fdc80fddd542', 'status': 'downloaded'}]",Brazo Oriental, U$S 135.000,2,"Lo más buscado 2 dormitorios, Cochera y Fondo con Parrilla.",https://www.gallito.com.uy/lo-mas-buscado-2-dormitorios-cochera-y-fondo-con-parrilla-inmuebles-23465433
1350 Mts,Más de 3 baños,Casa,2023-06-10 13:21:39.103505,Venta,Montevideo,21951293,229,https://imagenes.gallito.com/1024x768/220607235624400.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220607235624400.jpg', 'path': 229, 'checksum': '7d08a50e597e83df6c8d5175953b021b', 'status': 'downloaded'}]",Carrasco, U$S 920.000,4,DIVINA CASA EN 1.300 MTS DE PARQUE 5 DORMITORIOS BARBACOA,https://www.gallito.com.uy/divina-casa-en-1300-mts-de-parque-5-dormitorios-barbacoa-inmuebles-21951293
340 Mts,2 Baños,Casa,2023-06-10 13:21:39.082518,Venta,Montevideo,22403074,228,https://imagenes.gallito.com/1024x768/220819202740310.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/220819202740310.jpg', 'path': 228, 'checksum': '80d46ae40c3263deaf42715696f23e5e', 'status': 'downloaded'}]",Malvin, U$S 340.000,3,Toda una planta!!!,https://www.gallito.com.uy/toda-una-planta-inmuebles-22403074
605 Mts,2 Baños,Casa,2023-06-10 13:21:39.050211,Venta,Maldonado,23361039,227,https://imagenes.gallito.com/1024x768/48731845.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48731845.jpg', 'path': 227, 'checksum': '8144ab72a8a013f05809238abf1538e7', 'status': 'downloaded'}]",Punta Del Este, U$S 375.000,3,"Casa cÃ³moda y funcional,lista para entrar.Piscina y barbac",https://www.gallito.com.uy/casa-c%C3%A3%C2%B3moda-y-funcional-lista-para-entrarpiscina-y-barbac-inmuebles-23361039
400 Mts,2 Baños,Casa,2023-06-10 13:21:36.904258,Venta,Canelones,20169969,209,https://imagenes.gallito.com/1024x768/48337571.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/48337571.jpg', 'path': 209, 'checksum': '90e84447ae9724f311e90649d31d5c84', 'status': 'downloaded'}]",Médanos De Solymar, U$S 240.000,4,Venta frente al mar a estrenar 4 dor 2 baños con renta,https://www.gallito.com.uy/venta-frente-al-mar-a-estrenar-4-dor-2-ba%C3%B1os-con-renta-inmuebles-20169969
824 Mts,3 Baños,Casa,2023-06-10 13:21:39.235445,Venta,Maldonado,23540380,230,https://imagenes.gallito.com/1024x768/49285329.jpg,"[{'url': 'https://imagenes.gallito.com/1024x768/49285329.jpg', 'path': 230, 'checksum': '14e12fb1bcc17cd23de75e40101004b6', 'status': 'downloaded'}]",Punta Del Este, U$S 360.000,4,"Venta Casa 4 dormitorios con piscina, barbacoa y Dependenci",https://www.gallito.com.uy/venta-casa-4-dormitorios-con-piscina-barbacoa-y-dependenci-inmuebles-23540380
